관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,시도
41370-00046,죽미근린공원,근린공원,,경기도 오산시 세교동 620,37.1826002246,127.0460472938,73088.0,,조합놀이대 등,,,,2005-01-03,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00047,느티근린공원,근린공원,,경기도 오산시 금암동 497,37.1769761649,127.050179686,38604.0,배드민턴장,,화장실,,,2005-01-03,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
11380-00045,물 푸 레,근린공원,,서울특별시 은평구 진관동 산100-44,37.63783996,126.9165117,147441.6,"풋살장, 족구장, 야외운동기구 등",,화장실,,반려견놀이터,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00046,기 자 촌,근린공원,,서울특별시 은평구 진관동 106-17,37.63392387,126.9143248,128953.7,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8016,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00047,녹번동서,근린공원,,서울특별시 은평구 녹번동 85-1,37.60372262,126.9272021,29945.0,야외운동기구 등,,,문화예술회관,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00048,녹번동,근린공원,,서울특별시 은평구 녹번동 산27,37.60325117,126.9322993,25854.7,야외운동기구 등,"숲놀이터(조합놀이대, 미끄럼틀 등)",,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00049,거 북 골,근린공원,,서울특별시 은평구 구산동 산37-4,37.61013255,126.9070389,43812.6,야외운동기구 등,숲놀이터(짚라인 등),,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00050,구  산,근린공원,,서울특별시 은평구 구산동 산48-7,37.60733325,126.9077646,12445.7,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00052,못자리골,근린공원,,"서울특별시 은평구 진관동13-2, 12-1",37.64653435,126.9269594,16176.1,야외운동기구 등,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00056,신도,근린공원,,서울특별시 은평구 진관동 206-21,37.594288,126.919595,12020.0,"배드민턴장, 야외운동기구 등","조합놀이대, 어린이물놀이터 등",화장실,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00057,마실길,근린공원,,서울특별시 은평구 진관동 125-22,37.64118472,126.9428673,45170.5,야외운동기구 등,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
41630-00070,옥정제6근린공원(선돌),근린공원,,경기도 양주시 옥정동 908,37.82286486,127.0868367,159926.0,허리펴기+허리돌리기+좌우뛰기+평형잡기등,발물놀이시설+정글짐,화장실+음수대+정자+벤치+파고라,,,,경기도 양주시청 공원사업과,031-8082-7317,2025-09-12,5590000,경기도 양주시,경기도
41630-00079,옥정체육공원,체육공원,,경기도 양주시 고암동 619,37.82729942,127.0721334,52816.0,축구장+농구장등,,화장실+음수대+정자+벤치+파고라+스탠드+막구조,,,,경기도 양주시청 체육청소년과,031-8082-7317,2025-09-12,5590000,경기도 양주시,경기도
41630-00092,석우근린공원,근린공원,경기도 양주시 광적면 광적로 95,경기도 양주시 광적면 석우리 407,37.8272047,126.9800496,14447.0,,조합놀이대,화장실+음수대+정자+벤치+파고라,,,,경기도 양주시청 공원사업과,031-8082-7311,2025-09-12,5590000,경기도 양주시,경기도
41590-00539,다람산공원,근린공원,경기도 화성시 병점중앙로 227,경기도 화성시 진안동 141,37.2173702,127.0336058,70881.0,축구장+족구장+농구장+게이트볼장+인라인,물놀이장+놀이터,화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00540,새봄공원(1호근린공원),근린공원,,경기도 화성시 병점동 756-33,37.20133369,127.0290817,19263.0,,놀이터,화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41630-00103,회천 제7호 수변공원,수변공원,,경기도 양주시 덕계동 938,37.8168011,127.0538242,20429.0,체력단련장,,화장실+파고라+벤치,,,,경기도 양주시청 공원사업과,031-8082-7317,2025-09-12,5590000,경기도 양주시,경기도
28237-00001,희망공원,근린공원,,인천광역시 부평구 부평동 산35-6,37.48526546,126.7125196,64566.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1986-09-29,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00002,백운공원,근린공원,,인천광역시 부평구 십정동 186-419,37.48219263,126.7030046,60743.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1986-09-29,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00003,마장공원,근린공원,,인천광역시 부평구 산곡동 261-1,37.50071118,126.7078504,15020.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1944-01-08,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00004,밤골공원,근린공원,,인천광역시 부평구 부개동 446,37.48374019,126.7337229,10111.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,2003-11-29,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00005,신트리공원,근린공원,,인천광역시 부평구 부평동 880,37.50658091,126.7236393,58595.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1985-03-13,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00006,굴포공원,근린공원,,인천광역시 부평구 갈산동 373-1,37.5091768,126.7243372,20529.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1989-07-18,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00007,사근공원,근린공원,,인천광역시 부평구 갈산동 376,37.50862714,126.7243195,15915.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1989-07-18,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00008,갈산공원,근린공원,,인천광역시 부평구 갈산동 130-1,37.51941746,126.7257611,45686.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1944-01-08,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00009,대촌공원,근린공원,,인천광역시 부평구 부개동 502-16,37.4972794,126.7397023,12502.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1994-10-17,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00010,부개공원,근린공원,,인천광역시 부평구 부개동 497-2,37.50604759,126.7411715,10986.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1993-07-28,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00011,청운공원,근린공원,,인천광역시 부평구 부개동 499-6,37.50296964,126.7427654,15587.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1993-07-28,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00012,세영공원,근린공원,,인천광역시 부평구 부개동 500-2,37.49986044,126.7367769,10105.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1994-10-17,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00013,방촌공원,근린공원,,인천광역시 부평구 부개동 500-7,37.49780768,126.7390151,11501.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1994-10-17,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
11545-00049,금나래중앙,문화공원,서울특별시 금천구 시흥대로79길 53,서울특별시 금천구 독산동 1151,37.45807525,126.8949359,16331.3,,,화장실+음수대,,커뮤니티센터+ CCTV,2013-08-22,서울특별시 금천구청,02-2627-1653,2025-08-14,3170000,서울특별시 금천구,서울특별시
28237-00014,시냇물공원,근린공원,,인천광역시 부평구 삼산동 443-1,37.51277232,126.7363686,20353.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1997-03-12,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00015,박물관공원,근린공원,,인천광역시 부평구 삼산동 451-1,37.51214198,126.737932,18075.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1996-01-12,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00016,분수공원,근린공원,,인천광역시 부평구 삼산동 458-4,37.50815932,126.7411937,28427.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1997-03-12,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00017,후정공원,근린공원,,인천광역시 부평구 삼산동 386,37.52349492,126.7429755,22209.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,2009-01-12,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00018,영성공원,근린공원,,인천광역시 부평구 삼산동 388-2,37.52196831,126.7406061,10523.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,1996-01-12,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00019,교통공원,근린공원,,인천광역시 부평구 삼산동 517,37.51949317,126.7498192,24077.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,2004-12-27,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00020,건강공원,근린공원,,인천광역시 부평구 삼산동 518,37.51761295,126.7493656,16248.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,2004-12-27,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28710-00004,관청근린공원,근린공원,인천광역시 강화군 강화읍 동문로 56-23,인천광역시 강화군 강화읍 관청리 51,37.74886852,126.4923256,83454.0,야외운동기구+풋살장,산성놀이터,화장실+주차장,,평상+정자,1972-08-23,인천광역시 강화군청,032-930-3468,2024-08-13,3570000,인천광역시 강화군,인천광역시
41590-00511,71호,기타,,경기도 화성시 목동 산96,37.183393,127.1197405,10231.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
28710-00001,강화산단체육공원,체육공원,인천광역시 강화군 강화읍 강화산단로 194,인천광역시 강화군 강화읍 월곳리 753-1,37.76347347,126.4961179,10000.0,족구장,,,,벤치,2012-08-03,인천광역시 강화군청,032-930-3469,2024-08-13,3570000,인천광역시 강화군,인천광역시
28710-00002,갑룡공원,어린이공원,인천광역시 강화군 강화읍 강화대로248번길 24-7,인천광역시 강화군 강화읍 갑곳리 443-1,37.74240384,126.5038493,18605.0,야외운동시설+농구장+족구장,물놀이시설+그네,화장실,야외무대,석가산+파고라+정자,2021-04-09,인천광역시 강화군청,032-930-3467,2024-08-13,3570000,인천광역시 강화군,인천광역시
28710-00003,남산근린공원,근린공원,인천광역시 강화군 강화읍 청하동길47번길 27,인천광역시 강화군 강화읍 신문리 505-3,37.74198178,126.4804194,103240.0,야외운동기구,어린이놀이터,화장실+주차장,야외무대,음악분수+파고라+정자,1972-08-23,인천광역시 강화군청,032-930-3467,2024-08-13,3570000,인천광역시 강화군,인천광역시
41590-00492,47호,기타,,경기도 화성시 장지동 912-10,37.1644860154,127.095449,12913.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00422,46호,기타,,경기도 화성시 청계동 525-1,37.19722877,127.1079552,10978.1,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00527,90호,기타,,경기도 화성시 장지동 1100,37.1568094297,127.1077129,64773.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00531,94호,기타,,경기도 화성시 장지동 1022-8,37.15616898,127.1089291014,12318.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00535,구봉산 근린공원,근린공원,경기도 화성시 병점1로 110,경기도 화성시 병점동 865,37.20476123,127.0455665,99366.0,게이트볼장+다목적구장,,화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00536,병점 근린공원,근린공원,경기도 화성시 병점3로 132-6,경기도 화성시 병점동 823,37.21234435,127.0461085,49171.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00537,반월 중앙공원,근린공원,,경기도 화성시 반월동 880-5,37.23607672,127.0661367,10289.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00538,행복 근린공원,근린공원,경기도 화성시 동탄지성로 312,경기도 화성시 반월동 875,37.22178835,127.0517644,14215.0,축구장,놀이터,화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00521,81호,기타,,경기도 화성시 송동 689-1,37.17271888,127.1015652,13370.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
28170-00001,수봉공원,근린공원,인천광역시 미추홀구 수봉북로 47,인천광역시 미추홀구 주안동 660-241,37.460187,126.664212,332694.0,배드민턴장+농구장+궁도장+양궁장,조합놀이대+흔들놀이기구,도서관+매점+화장실,자연학습원,현충탑+전망대+인공폭포,1944-01-08,인천광역시 미추홀구청,032-880-4502,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
28170-00002,석바위공원,근린공원,인천광역시 미추홀구 구월남로 38,인천광역시 미추홀구 주안동 1578,37.454245,126.693651,47005.0,게이트볼장+배드민턴장,조합놀이대+흔들놀이기구,도서관+노인정+매점+화장실,,,1944-01-08,인천광역시 미추홀구청,032-880-4503,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
28170-00003,미추홀공원,근린공원,인천광역시 미추홀구 학익소로13번길 46,인천광역시 미추홀구 주안동 824,37.446271,126.6702513,38950.0,게이트볼장+배드민턴장,조합놀이대+흔들놀이기구,주차장+화장실,,분수대,1944-01-08,인천광역시 미추홀구청,032-880-4502,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
28170-00004,미추홀공원,근린공원,인천광역시 미추홀구 학익소로13번길 46,인천광역시 미추홀구 주안동 824,37.446271,126.6702513,38950.0,게이트볼장+배드민턴장,조합놀이대+흔들놀이기구,주차장+화장실,,분수대,1944-01-08,인천광역시 미추홀구청,032-880-4502,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
41271-00002,반월공원,근린공원,경기도 안산시 상록구 오목로 104,경기도 안산시 상록구 본오동 723,37.28986972,126.869552,44732.4,농구장+배드민턴장+체력단련시설,조합놀이대,주차장+화장실,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00003,상록수공원,문화공원,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299643,126.862742,12325.8,배드민턴장,,주차장+화장실,기념비+최용신기념관,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00004,본오공원,근린공원,,경기도 안산시 상록구 본오동 39,37.300955,126.868576,123747.0,배드민턴장+체력단련시설,,주차장+화장실+상록수체육관,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00005,오목골공원,근린공원,,경기도 안산시 상록구 본오동 80-1,37.288462,126.860578,47210.0,배드민턴장+다목적운동장+체력단련시설,,,향토유적,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00006,성호공원,문화공원,경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 709,37.328654,126.858672,497649.0,다목적운동장2+인라인장+축구장+풋살장+배드민턴장+족구장+게이트볼장2+농구장+체력단련시설,조합놀이대 2개,주차장+화장실,자연학습장+성호기념관+식물원+6.25참전비+야외무대+부곡작은도서관,분수,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00007,시낭공원,근린공원,,경기도 안산시 상록구 부곡동 719,37.33545156,126.8577855,21994.3,배드민턴장+체력단련시설,,화장실,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00008,부곡공원,근린공원,,경기도 안산시 상록구 부곡동 50,37.331737,126.869158,34576.0,다목적운동장+생홀체육관+배드민턴장,,주차장+화장실,향토유적(정정옹주묘),,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00009,은하수공원,근린공원,,경기도 안산시 상록구 사동 1253-6,37.3022084,126.854258,13004.4,게이트볼장+농구대+체력단련시설,조합놀이대,주차장+화장실,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00010,마로니에공원,근린공원,,경기도 안산시 상록구 사동 1554,37.30350697,126.838133,13340.1,농구장+체력단련시설,,화장실,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00011,석호공원,근린공원,경기도 안산시 상록구 석호공원로 1,경기도 안산시 상록구 사동 1583,37.302353,126.843962,37239.0,게이트볼장+농구장+체력단련시설,조합놀이대,화장실+주차장,자건거교육장+교통안전체험교육장,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00012,감골공원,근린공원,,경기도 안산시 상록구 사동 83-8,37.292802,126.852217,86800.0,배드민턴장+운동장+체력단련시설,,주차장,도서관+향토유적지,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00013,성포공원,근린공원,경기도 안산시 상록구 성포로 6,경기도 안산시 상록구 성포동 582,37.32221093,126.8420673,19416.2,게이트볼장+농구장+족구장+체력단련시설,,,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00014,성어공원,근린공원,경기도 안산시 상록구 고잔로 162,경기도 안산시 상록구 성포동 589,37.318477,126.844317,26250.3,실내 게이트볼장+체력단련시설,,화장실+주차장,기념비,상록구노인복지회관,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00015,노적봉공원,근린공원,,경기도 안산시 상록구 성포동 39-1,37.320194,126.854342,623428.0,배드민턴장+야외헬스장,조합놀이대,화장실+주차장+매점+전망대,성황당+성포도서관,장미원+도섭지+폭포,1985-09-11,경기도 안산시청,031-481-2649,2025-03-26,3930000,경기도 안산시,경기도
41271-00016,광덕공원,근린공원,,경기도 안산시 상록구 월피동 45,37.3325124,126.8417092,79487.0,농구장+체력단련시설,,화장실+주차장,야외무대,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00017,용하공원,근린공원,,경기도 안산시 상록구 사동 1535-1,37.3054955,126.8554443,18262.5,농구장,,화장실+주차장,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00018,이동공원,근린공원,,경기도 안산시 상록구 이동 711,37.30956022,126.8485748,26442.9,농구장+게이트볼장+체력단련시설,,화장실+주차장,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00019,점섬공원,근린공원,,경기도 안산시 상록구 일동 136,37.318861,126.860693,204522.0,운동장+게이트볼장+체력단련장,,주차장+화장실,,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
41271-00021,구룡공원,근린공원,,경기도 안산시 상록구 일동 70-1,37.307242,126.863315,120455.0,배드민턴장+체력단련장,조합놀이대,주차장,관찰데크+도서관,,1985-09-11,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
28200-00119,늘솔길공원,근린공원,인천광역시 남동구 앵고개로 783 (논현동),인천광역시 남동구 논현동 738-8,37.39444172,126.7208398,561641.0,골프연습장+농구장+테니스장+인조잔디구장,미끄럼틀+짚와이어+경사통나무계단그네와구름다리+전망대+경사오르기+하늘요새,화장실,,,2006-08-31,인천광역시 남동구청,032-453-2856,2025-02-17,3530000,인천광역시 남동구,인천광역시
28200-00120,한아름공원,근린공원,,인천광역시 남동구 논현동 756-5,37.39575224,126.7284965,34712.0,배드민턴장+게이트볼장,그네+흔들놀이기구+조합놀이대,화장실,,,2006-08-31,인천광역시 남동구청,032-453-2856,2025-02-17,3530000,인천광역시 남동구,인천광역시
28200-00121,하늬공원,근린공원,,인천광역시 남동구 논현동 755-7,37.39754685,126.7325644,10633.0,,,,,,2006-08-31,인천광역시 남동구청,032-453-2856,2025-02-17,3530000,인천광역시 남동구,인천광역시
28200-00122,해오름공원,근린공원,,인천광역시 남동구 논현동 775,37.38725249,126.7269798,34712.0,간이체육시설+산책로+자전거도로,,,,,2006-08-31,인천광역시 남동구청,032-453-2856,2025-02-17,3530000,인천광역시 남동구,인천광역시
41590-00466,47호,기타,,경기도 화성시 오산동 1030-18,37.1853091584,127.1013907132,40521.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00467,47호,기타,,경기도 화성시 산척동 675-1,37.1770595552,127.1052196,40521.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00468,47호,기타,,경기도 화성시 장지동 963-1,37.16074956,127.1053319,40521.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
28237-00021,부들공원,근린공원,,인천광역시 부평구 삼산동 541,37.5152706,126.7485482,12199.0,운동기구,어린이 놀이시설,쉼터+휴게소,,,2004-12-27,인천광역시 부평구,032-509-6970,2025-08-25,3540000,인천광역시 부평구,인천광역시
28237-00021,십정공원,근린공원,,인천광역시 부평구 십정동 산50,37.4753494,126.7064449,220582.0,테니스장+족구장+다목적운동장,,주차장+화장실,,피크닉장,1975-05-16,인천대공원사업소,032-440-5876,2024-08-01,6280000,인천광역시,인천광역시
28200-00022,소래습지생태공원,근린공원,인천광역시 남동구 소래로154번길 77,인천광역시 남동구 논현동 1-17,37.40736572,126.7463366,1561248.0,,,주차장+자전거보관대+화장실+음수전+파고라+초정,생태전시관,해수족욕장+저수지+습지+관찰데크+풍차+염전,2000-10-31,인천대공원사업소,032-440-5874,2024-08-01,6280000,인천광역시,인천광역시
28170-00023,중앙공원,근린공원,인천광역시 미추홀구 예술로 85,인천광역시 미추홀구 관교동 14,37.44078785,126.6986523,352538.8,다목적운동장+농구장+체력단련시설 등,조합놀이대+교통교육장 등,음수대+자전거보관대 등,야외공연장+기념비 등,바닥분수+안개분수 등,1987-07-25,인천대공원사업소,032-440-5872,2024-08-01,6280000,인천광역시,인천광역시
28110-00024,남항공원,근린공원,인천광역시 중구 서해대로94번길 93,인천광역시 중구 신흥동3가 69,37.43526306,126.6286205,95000.0,다목적운동장+족구장+테니스장+농구장,,,,,2018-01-15,월미공원사업소,032-440-5955,2024-08-01,6280000,인천광역시,인천광역시
28170-00025,문학공원,근린공원,,인천광역시 미추홀구 학익동 96-7,37.43560317,126.6705461,218813.0,체력단련시설+극기훈련시설,어린이놀이시설+자연체험학습장,주차장+음수전,,,1944-12-15,월미공원사업소,032-440-5955,2024-08-01,6280000,인천광역시,인천광역시
28185-00026,장미공원,근린공원,인천광역시 연수구 함박안로 27,인천광역시 연수구 연수동 137-3,37.42663202,126.6778426,102443.0,,어린이놀이시설+생태학습원,주차장+데크,,분수대+장미원,1944-01-08,월미공원사업소,032-440-5952,2024-08-01,6280000,인천광역시,인천광역시
28185-00027,청능공원,근린공원,,인천광역시 연수구 동춘동 49,37.4165829,126.6695291,21753.0,,어린이놀이시설+배드민턴장,주차장,,,1966-08-31,월미공원사업소,032-440-5952,2024-08-01,6280000,인천광역시,인천광역시
28110-00028,월미공원,근린공원,인천광역시 중구 월미로 419,인천광역시 중구 북성동1가 99,37.47110094,126.6038829,590614.0,다목적운동장,,자전거보관대+음수전+주차장+매점+화장실,월미문화관+숲속도서관+이민사박물관,전망대+전통정원+기념광장+인공폭포+초화원,1944-01-08,월미공원사업소,032-440-5942,2024-08-01,6280000,인천광역시,인천광역시
28245-00029,계양근린공원,근린공원,"인천광역시 계양구 계양산로75번길 26 (계산동, 계양공원관리소)",인천광역시 계양구 계산동 산52-1,37.550131,126.7233835,344582.8,야외체육시설(팔굽혀펴기 등),,약수터+주차장+화장실,숲속도서관,장미정원+공원안내소 등,1944-01-08,계양공원사업소,032-458-7194,2024-08-01,6280000,인천광역시,인천광역시
28260-00030,연희근린공원,근린공원,인천광역시 서구 봉수대로 755,인천광역시 서구 연희동 산129,37.54285215,126.6628278,1032165.5,야외체육시설(온몸근육풀기 등)+족구장,숲속놀이대+숲속의집+나무위의집+터널놀이시설,화장실+음수전,조류관찰대+원형탐조대,관찰데크+목교+전망마당 등,1970-07-20,계양공원사업소,032-458-7194,2024-08-01,6280000,인천광역시,인천광역시
28260-00031,경명공원,근린공원,인천광역시 서구 승학로333번길 34,인천광역시 서구 연희동 200,37.5508632,126.6696767,24357.0,체력단련장+야외체육시설,어린이놀이터+조합놀이대,화장실+주차장,콜롬비아참전용사기념비,연못+계류+인공폭포 등,2015-09-07,계양공원사업소,032-458-7194,2024-08-01,6280000,인천광역시,인천광역시
28260-00032,장고개근린공원,근린공원,인천광역시 서구 장고개로 390,인천광역시 서구 가좌동 산150-3,37.49474058,126.6911607,25399.8,야외체육시설(트윈워밍암 등),,화장실+주차장+음수대,,생태습지원+관찰데크+전망데크 등,1970-07-20,계양공원사업소,032-458-7194,2024-08-01,6280000,인천광역시,인천광역시
28260-00033,마전근린공원,근린공원,인천광역시 서구 완정로133번길 17-9,인천광역시 서구 왕길동 산106-4,37.59770496,126.6604742,113000.0,야외체육시설(온몸허리돌리기 등),조합놀이대,,,파고라+평의자+보안등 등,1993-12-31,계양공원사업소,032-458-7194,2024-08-01,6280000,인천광역시,인천광역시
28237-00001,인천가족공원,묘지공원,,인천광역시 부평구 부평동 산57-1,37.47748021,126.7167687,1654884.0,,,주차장+화장실+매점+식당,,관리사무소+장사문화홍보관+추모의집+금마총+만월당+평온당+세월호추모관+승화원+봉안담+잔디장+수목장+경비실+인공폭포 등,1970-07-20,인천광역시(노인정책과),032-440-2832,2024-08-01,6280000,인천광역시,인천광역시
28185-00002,센트럴파크,근린공원,인천광역시연수구 컨벤시아대로 160,인천광역시 연수구 송도동 24-5,37.39036508,126.6435679,370750.0,,그네+정글짐+시소+미끄럼틀,주차장+화장실+방문자센터,초정+전통정자+파고라,보트하우스+물레방아+오줌싸개동상,2009-08-30,경제자유구역청(환경녹지과),032-453-7912,2024-08-01,6280000,인천광역시,인천광역시
