번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),점포구분명,Unnamed: 29,위도,경도
2031,대규모점포,08_25_01_P,3500000,1996350005107500001,1996-01-13,,1,영업/정상,1,정상영업,,,,,032-772-1234,12123.0,401-074,인천광역시 동구 송림동 296번지 2호,인천광역시 동구 봉수대로 82 (송림동),401-074,트레이더스 홀세일 클럽 송림점,2024-04-12 13:37:42,U,2024-04-14 02:40:00,대형마트,169908.403027925,442376.726872044,대규모점포,,37.483091,126.660564
2033,대규모점포,08_25_01_P,3290000,2000329000107500031,1995-12-05,,1,영업/정상,1,정상영업,,,,,051 8102500,101059.0,,부산광역시 부산진구 부전동 535-15호,부산광역시 부산진구 가야대로 772 (부전동),614-732,롯데백화점부산점,2025-05-13 13:08:25,U,2025-05-15 02:40:00,백화점,387271.299492377,186099.137533193,대규모점포,,35.156642,129.056002
2035,대규모점포,08_25_01_P,3090000,2012309013407500007,1995-11-29,,1,영업/정상,1,정상영업,,,,2012-05-15,905-5362,3364.41,132-784,서울특별시 도봉구 창동 804번지,서울특별시 도봉구 덕릉로63가길 61 (창동),132-784,대우상가,2022-03-24 11:05:54,U,2022-03-26 02:40:00,그 밖의 대규모점포,203242.968498731,460001.081136921,대규모점포,,37.642371,127.037531
2036,대규모점포,08_25_01_P,4791000,1995479005307500002,1995-11-25,,1,영업/정상,1,정상영업,,,,,063 5804428,2005.0,,전북특별자치도 부안군 줄포면 줄포리 728-3 줄포시장,"전북특별자치도 부안군 줄포면 부안로 865, 줄포시장",56326,줄포상설시장,2022-06-17 15:10:23,I,2024-01-19 01:16:45,그 밖의 대규모점포,170632.350106953,232031.741943243,대규모점포,,35.58763,126.676772
2040,대규모점포,08_25_01_P,5310000,1995531000007500013,1995-10-18,,1,영업/정상,1,정상영업,,,,,055-748-0640,3120.0,,경상남도 진주시 평거동 301-1 한보하이타운,"경상남도 진주시 순환로553번길 7 (평거동, 한보하이타운)",52678,평거한보하이타운상가,2023-09-20 10:55:16,U,2023-09-22 02:40:00,그 밖의 대규모점포,296424.923226344,186452.598636456,대규모점포,,35.172634,128.05928
2041,대규모점포,08_25_01_P,5370000,2001537001007500005,1995-10-18,,1,영업/정상,1,정상영업,,,,,055 6372197,4569.54,,경상남도 거제시 신현읍 고현리 56번지 1호,경상남도 거제시 장평로 37 (장평동),656-925,장평종합시장,2012-02-10 10:47:08,I,2018-08-31 23:59:59,그 밖의 대규모점포,348662.053432762,155453.743442308,대규모점포,,34.886968,128.626985
2045,대규모점포,08_25_01_P,3780000,2009378019307500008,1995-09-06,,1,영업/정상,1,정상영업,,,,,031-721-9111,11417.81,,경기도 성남시 수정구 신흥동 2467번지,,,성남중앙지하시장,2016-10-10 11:17:03,I,2018-08-31 23:59:59,시장,213243.45351077,437926.393730154,대규모점포,,37.443391,127.150445
2047,대규모점포,08_25_01_P,3780000,2000378000007530973,1995-09-04,,1,영업/정상,1,정상영업,,,,,031-780-3502,25663.32,,경기도 성남시 분당구 야탑동 산 357번지 1호,"경기도 성남시 분당구 야탑로81번길 11 (야탑동, NC백화점)",13497,NC백화점 야탑점,2024-11-22 09:32:12,U,2024-11-24 02:40:00,백화점,211200.046775342,434263.681539619,대규모점포,,37.410417,127.127298
2048,대규모점포,08_25_01_P,3270000,2009327007707500001,1995-08-24,,1,영업/정상,1,정상영업,,,,,051-667-0010,20401.54,601-062,부산광역시 동구 범일2동 62번지 5호,부산광역시 동구 범일로 125 (범일동),,커넥트현대 부산점,2024-11-13 17:10:41,U,2024-11-15 02:40:00,쇼핑센터,387539.767677801,184402.96650913,대규모점포,,35.141314,129.058562
2050,대규모점포,08_25_01_P,3390000,2004339001507500001,1995-07-18,,1,영업/정상,1,정상영업,,,,,0513157400,20350.0,617-831,부산광역시 사상구 엄궁동 642번지,부산광역시 사상구 강변대로 570 (엄궁동),617-831,관리단대표회의,2023-02-09 13:33:38,U,2023-02-11 02:40:00,그 밖의 대규모점포,379121.358659294,183459.900435184,대규모점포,,35.134351,128.966038
2052,대규모점포,08_25_01_P,5710000,2000436000907500016,1995-07-15,,1,영업/정상,1,정상영업,,,,,043 2759400,0.0,,충청북도 청주시 흥덕구 복대동 849-4번지,충청북도 청주시 흥덕구 사직대로 14 (복대동),,금관시장,2014-04-02 16:13:35,I,2018-10-04 11:12:49,그 밖의 대규모점포,240082.370474204,348165.958733582,대규모점포,,36.633841,127.448957
2053,대규모점포,08_25_01_P,3290000,2000329000107500025,1995-07-13,,1,영업/정상,1,정상영업,,,,,051 8958175,3168.81,,부산광역시 부산진구 당감동 791호,부산광역시 부산진구 백양관문로 104 (당감동),614-779,국제상가,2023-09-27 11:00:07,U,2023-09-29 02:40:00,시장,384741.923372529,187364.899359566,대규모점포,,35.168512,129.028542
2054,대규모점포,08_25_01_P,3930000,2000393000007500012,1995-07-06,,1,영업/정상,1,정상영업,,,,,031)495-8460,19409.18,,경기도 안산시 단원구 원시동 773번지 9호,경기도 안산시 단원구 동산로 63 (원시동),15433,서부공단전시판매센타,2018-01-02 10:23:59,I,2018-08-31 23:59:59,그 밖의 대규모점포,181961.733012032,423615.27638305,대규모점포,,37.314363,126.797301
2055,대규모점포,08_25_01_P,3530000,2000353000007500018,1995-07-05,,1,영업/정상,1,정상영업,,,,,032 8167133,5.16,,"인천광역시 남동구 고잔동 630,631호",인천광역시 남동구 은청로 4-7 (고잔동),405-817,남동공단산업용품상가,2013-12-26 14:20:54,I,2018-08-31 23:59:59,그 밖의 대규모점포,172797.122604371,433931.185296708,대규모점포,,37.407087,126.693536
2058,대규모점포,08_25_01_P,3390000,2000339001507500011,1995-06-29,,1,영업/정상,1,정상영업,,,,,051 3271150,957.7,,부산광역시 사상구 학장동 570번지 2호,부산광역시 사상구 학감대로 109-10 (학장동),617-841,(주)영해종합시장,2011-11-14 15:34:13,I,2018-08-31 23:59:59,그 밖의 대규모점포,381107.436680001,184203.598938232,대규모점포,,35.140695,128.987979
2061,대규모점포,08_25_01_P,3290000,2000329000107500030,1995-06-07,,1,영업/정상,1,정상영업,,,,,051 8162400,3563.39,,부산광역시 부산진구 부전동 155-3호,부산광역시 부산진구 서전로 4 (부전동),614-845,서면전자랜드,2014-09-30 15:27:19,I,2018-08-31 23:59:59,전문점,387649.553090689,186199.745562927,대규모점포,,35.157478,129.060174
2063,대규모점포,08_25_01_P,3210000,1995321012207500001,1995-06-01,,1,영업/정상,1,정상영업,,,,,509-5000,3752.0,,서울특별시 서초구 잠원동 70-2 뉴코아백화점,"서울특별시 서초구 잠원로 51, 뉴코아백화점 (잠원동)",06511,(주)이랜드리테일 강남점,2025-09-25 17:30:16,U,2025-09-27 02:40:00,대형마트,200576.608647619,445241.8984183,대규모점포,,37.509398,127.00731
2068,대규모점포,08_25_01_P,3010000,2014301013007500023,1995-04-01,,1,영업/정상,1,정상영업,,,,,02-757-3421,3613.39,,,서울특별시 중구 명동8가길 27 (충무로2가),100-860,선싸인,2020-04-30 15:43:19,U,2020-05-02 02:40:00,그 밖의 대규모점포,198737.553769773,451081.894647871,대규모점포,,37.562015,126.986499
2069,대규모점포,08_25_01_P,3340000,2000334001707500013,1995-03-27,,1,영업/정상,1,정상영업,,,,,005102612760,2684.0,,부산광역시 사하구 다대동 382-3호,"부산광역시 사하구 다대로 617 (다대동, 자유아파트)",604-765,다대자유아파트상가,2014-02-24 14:44:51,I,2018-08-31 23:59:59,그 밖의 대규모점포,379889.658155967,174307.148168245,대규모점포,,35.051763,128.972477
2072,대규모점포,08_25_01_P,3620000,2011362007907500001,1995-03-09,,1,영업/정상,1,정상영업,,,,,062 519 2233,21532.45,500-827,광주광역시 북구 신안동 6번지 1호,광주광역시 북구 경열로 249 (신안동),500-721,NC백화점 광주점,2024-11-29 11:06:14,U,2024-12-01 02:40:00,백화점,191482.021147695,184739.201719547,대규모점포,,35.161772,126.907316
2075,대규모점포,08_25_01_P,3250000,2005325001407500001,1995-02-27,,1,영업/정상,1,정상영업,,,,,051-256-7751,9584.08,,부산광역시 중구 부평동2가 2호,부산광역시 중구 대청로 60 (부평동2가),600-806,월드밸리,2025-07-01 15:03:39,U,2025-07-03 02:40:00,그 밖의 대규모점포,384691.305122868,180070.025389847,대규모점포,,35.102809,129.026359
2081,대규모점포,08_25_01_P,3650000,1994365011507500001,1994-12-09,,1,영업/정상,1,정상영업,,,,,042-257-9328,6075.7,301-060,대전광역시 중구 은행동 143번지 1호,대전광역시 중구 중앙로156번길 16 (은행동),301-060,패션엔비,2024-05-09 09:56:11,U,2024-05-11 02:40:00,쇼핑센터,238281.412103474,314245.245763956,대규모점포,,36.328245,127.427146
2082,대규모점포,08_25_01_P,3930000,2000393000007500011,1994-12-06,,1,영업/정상,1,정상영업,,,,,031  4804773,4901.9,,경기도 안산시단원구 선부동 1077호,경기도 안산시 단원구 삼일로 310 (선부동),,서울프라자,2016-05-13 14:53:12,I,2018-08-31 23:59:59,그 밖의 대규모점포,183276.530808057,425771.686562823,대규모점포,,37.333817,126.812084
2091,대규모점포,08_25_01_P,3510500,1994351009207500001,1994-11-17,,1,영업/정상,1,정상영업,,,,,0328727111,5473.0,,인천광역시 남구 주안동 188호,인천광역시 남구 경인로 지하 343 (주안동),,주안시민지하상가,2016-03-10 16:53:55,I,2018-08-31 23:59:59,그 밖의 대규모점포,171639.582162043,439947.418490958,대규모점포,,37.461258,126.680231
2093,대규모점포,08_25_01_P,3940000,2000394000007500003,1994-10-11,,1,영업/정상,1,정상영업,,,,,0344 9001201,6360.45,,경기도 고양시일산동구 백석동 1194호,,,유니코(UNICO),2019-07-02 15:48:02,U,2019-07-04 02:40:00,그 밖의 대규모점포,180731.148172095,460645.088503364,대규모점포,,37.647975,126.782447
2094,대규모점포,08_25_01_P,3390000,2000339001507500010,1994-10-07,,1,영업/정상,1,정상영업,,,,,051 3236453,4856.96,,부산광역시 사상구 학장동 573번지 1호,부산광역시 사상구 대동로 98 (학장동),617-773,학장반도아파트상가,2019-09-24 17:45:04,U,2019-09-26 02:40:00,그 밖의 대규모점포,380301.405897075,183841.243710233,대규모점포,,35.137576,128.979061
2096,대규모점포,08_25_01_P,3670000,1994367001407500002,1994-09-16,,1,영업/정상,1,정상영업,,,,,042-862-8118,0.0,,대전광역시 유성구 전민동 466번지 3   호,대전광역시 유성구 엑스포로 488 (전민동),,엑스포코아,2023-05-16 15:06:56,U,2023-05-18 02:40:00,그 밖의 대규모점포,236327.64761344,322197.703380981,대규모점포,,36.399984,127.405757
2097,대규모점포,08_25_01_P,3290000,2000329000107500024,1994-09-10,,1,영업/정상,1,정상영업,,,,,051 8523465,7445.4,,부산광역시 부산진구 양정동 608-1호,부산광역시 부산진구 동평로420번길 18 (양정동),614-853,양정시장,2013-06-13 10:47:30,I,2018-08-31 23:59:59,시장,388486.657611629,187914.991351658,대규모점포,,35.172772,129.069747
2098,대규모점포,08_25_01_P,4641000,1994900000007500000,1994-09-04,,1,영업/정상,1,정상영업,,,,,063-227-0238,10523.0,,전북특별자치도 전주시 완산구 효자동1가 454번지 1호,"전북특별자치도 전주시 완산구 용머리로 36 (효자동1가, 서도프라자)",55080,서도프라자,2017-06-15 10:32:24,I,2024-01-19 01:16:45,그 밖의 대규모점포,210268.023534024,256157.437097099,대규모점포,,35.805453,127.114407
2099,대규모점포,08_25_01_P,3010000,2014301013007500022,1994-08-31,,1,영업/정상,1,정상영업,,,,,02-2237-2503,7281.04,,,서울특별시 중구 을지로45길 72 (신당동),100-822,디자이너크럽,2020-04-30 15:46:04,U,2020-05-02 02:40:00,그 밖의 대규모점포,201091.341041784,451683.057889184,대규모점포,,37.567432,127.013141
2101,대규모점포,08_25_01_P,3180000,2008318011707500003,1994-08-26,,1,영업/정상,1,정상영업,,2008-05-29,2009-08-29,,26382000,94319.57,150-798,서울특별시 영등포구 영등포동4가 441번지 10호 타임스퀘어,서울특별시 영등포구 영중로 15 (영등포동4가),150-798,타임스퀘어,2014-12-11 18:01:54,I,2018-08-31 23:59:59,쇼핑센터,191385.057392247,446098.555926507,대규모점포,,37.517075,126.903341
2103,대규모점포,08_25_01_P,5310000,1994531000007500012,1994-07-30,,1,영업/정상,1,정상영업,,,,,0557611789,9952.0,,경상남도 진주시 강남동 219호,경상남도 진주시 진주대로 901 (강남동),660-250,진주동성상가,2024-08-27 16:09:24,U,2024-08-29 02:40:00,그 밖의 대규모점포,299152.267196173,187400.955998922,대규모점포,,35.180915,128.089327
2104,대규모점포,08_25_01_P,3660000,1994366001507500024,1994-07-26,,1,영업/정상,1,정상영업,,,,,042 5840015,3179.0,,대전광역시 서구 정림동 610호,대전광역시 서구 정림동로7번길 22 (정림동),,무지개종합시장,2024-05-16 20:28:47,U,2024-05-18 02:40:00,그 밖의 대규모점포,232838.676632205,311703.466638706,대규모점포,,36.30554,127.366424
2106,대규모점포,08_25_01_P,3500000,1994350000907500001,1994-06-28,,1,영업/정상,1,정상영업,,,,,032-582-4057,10757.3,401-721,인천광역시 동구 송림동 296번지 송림동공구상가,인천광역시 동구 봉수대로 98 (송림동),401-721,인천송림공구시장,2024-05-14 10:51:38,U,2024-05-16 02:40:00,그 밖의 대규모점포,169978.453261346,442479.916786829,대규모점포,,37.484023,126.661352
2107,대규모점포,08_25_01_P,5670000,1994527002207500002,1994-06-21,,1,영업/정상,1,정상영업,,,,,055 267 3196,25297.0,,경상남도 창원시 상남동 45-1호,경상남도 창원시 성산구 동산로 124 (상남동),642-915,성원그랜드종합상가,2016-02-23 14:56:57,I,2021-07-02 00:23:01,그 밖의 대규모점포,353991.929834837,192136.233221503,대규모점포,,35.216676,128.692064
2109,대규모점포,08_25_01_P,3220000,2001322008307500019,1994-06-15,,1,영업/정상,1,정상영업,,,,,02 4511400,0.0,,서울특별시 강남구 개포동 12호,"서울특별시 강남구 개포로109길 5 (개포동, 대청아파트)",135-940,대치1단지상가,2013-12-30 11:44:18,I,2018-08-31 23:59:59,그 밖의 대규모점포,206581.787067095,443555.991242524,대규모점포,,37.494185,127.075215
2110,대규모점포,08_25_01_P,3220000,2001322008307500020,1994-06-15,,1,영업/정상,1,정상영업,,,,,02 4598720,0.0,,서울특별시 강남구 개포동 12호,"서울특별시 강남구 개포로109길 21 (개포동, 대청아파트)",135-940,대치2단지상가,2013-12-30 11:00:46,I,2018-08-31 23:59:59,그 밖의 대규모점포,206581.787067095,443555.991242524,대규모점포,,37.494185,127.075215
2111,대규모점포,08_25_01_P,3220000,2001322008307500021,1994-06-15,,1,영업/정상,1,정상영업,,,,,02 4599891,0.0,,서울특별시 강남구 일원동 711번지 1호,"서울특별시 강남구 양재대로55길 6 (일원동, 도시개발아파트)",135-938,수서1-2단지상가,2013-12-30 10:53:10,I,2018-08-31 23:59:59,그 밖의 대규모점포,207748.487100942,443240.945026406,대규모점포,,37.491337,127.088405
2112,대규모점포,08_25_01_P,3130000,2009313011807500008,1994-05-10,,1,영업/정상,1,정상영업,,,,,320-2511,6592.35,,서울특별시 마포구 노고산동 57번지 1호,서울특별시 마포구  신촌로  94 (노고산동),,정도진흥기업(주),2024-06-13 10:20:10,U,2024-06-15 02:40:00,그 밖의 대규모점포,194273.598098938,450318.724130121,대규모점포,,37.555121,126.935981
2115,대규모점포,08_25_01_P,3160000,2007316011707500014,1994-03-30,,1,영업/정상,1,정상영업,,,,,2634-6460,4495.0,152-050,서울특별시 구로구 구로동 614번지 33호,서울특별시 구로구 구로중앙로 237 (구로동),,라이프공구상가,2013-12-20 11:11:42,I,2018-08-31 23:59:59,그 밖의 대규모점포,188907.966108621,444898.367647601,대규모점포,,37.506235,126.87534
2117,대규모점포,08_25_01_P,3560000,2022356022207500002,1994-03-16,,1,영업/정상,1,정상영업,,,,,032-583-3377,7769.0,,인천광역시 서구 신현동 272-1 서경 플러스 존,"인천광역시 서구 가정로 369, 서경 플러스 존 (신현동)",22778,서경백화점,2022-12-25 13:50:28,I,2022-12-27 00:40:37,백화점,170983.786720678,446238.633155912,대규모점포,,37.51792,126.67257
2122,대규모점포,08_25_01_P,3860000,1994386000007500001,1994-02-19,,1,영업/정상,1,정상영업,,,,,032 6845767,3893.2,,경기도 부천시 원미구춘의동 127번지 5   호,경기도 부천시 원미구 옥산로138번길 30 (춘의동),420-858,광성상가,2014-02-11 13:25:40,I,2025-12-18 01:43:40,그 밖의 대규모점포,180646.039198885,444837.957807423,대규모점포,,37.505554,126.781901
2123,대규모점포,08_25_01_P,5370000,2001537001007500004,1994-02-18,,1,영업/정상,1,정상영업,,,,,055 6881949,1403.9,,경상남도 거제시 옥포동 1293번지 1호,경상남도 거제시 옥포로 250 (옥포동),656-908,옥현상가,2023-02-09 10:59:03,U,2023-02-11 02:40:00,그 밖의 대규모점포,354396.150911237,156653.997524302,대규모점포,,34.896928,128.689906
2130,대규모점포,08_25_01_P,3930000,2000393000007500008,1993-12-20,,1,영업/정상,1,정상영업,,,,,031-410-6666,13310.36,,경기도 안산시상록구 월피동 445호,경기도 안산시 상록구 예술광장로 1 (월피동),426-853,다농마트,2018-07-16 17:58:16,I,2018-08-31 23:59:59,그 밖의 대규모점포,186106.832558134,425161.59402192,대규모점포,,37.328367,126.844032
2136,대규모점포,08_25_01_P,3340000,2000334001707500012,1993-11-20,,1,영업/정상,1,정상영업,,,,,005102640588,11377.0,,부산광역시 사하구 다대동 120-1호,"부산광역시 사하구 다대로 473 (다대동, 현대아파트)",604-756,맘모스프라자,2014-02-24 14:47:02,I,2018-08-31 23:59:59,그 밖의 대규모점포,380398.062015138,175314.286676535,대규모점포,,35.060745,128.978265
2139,대규모점포,08_25_01_P,3620000,1993362001207500012,1993-10-13,,1,영업/정상,1,정상영업,,,,,00622311081,6960.43,,광주광역시 북구 운암동 66번지 1호,광주광역시 북구 북문대로 92 (운암동),500-856,운암훼밀리코아,2018-05-24 10:42:56,I,2018-08-31 23:59:59,그 밖의 대규모점포,,,대규모점포,,,
2156,대규모점포,08_25_01_P,5670000,1993527002207500003,1993-07-05,,1,영업/정상,1,정상영업,,,,,055 2380598,7446.0,,경상남도 창원시 팔용동 16-1호,경상남도 창원시 의창구 창원대로 400 (팔용동),641-846,창원기계공구상가,2017-07-20 09:16:59,I,2021-07-02 00:23:01,그 밖의 대규모점포,349308.666401516,193974.505754164,대규모점포,,35.233946,128.640981
2157,대규모점포,08_25_01_P,3930000,2000393000007500010,1993-07-01,,1,영업/정상,1,정상영업,,,,,031-406-2104,16480.52,,경기도 안산시 상록구 본오동 871번지,"경기도 안산시 상록구 반석로 54 (본오동, 신안프라자)",15541,신안프라자,2024-06-07 15:20:52,U,2024-06-09 02:40:00,그 밖의 대규모점포,187960.429281747,421469.517837306,대규모점포,,37.295127,126.865007
2158,대규모점포,08_25_01_P,3200000,1993320008007500021,1993-07-01,,1,영업/정상,1,정상영업,,,,,02 8854271,2072.0,,서울특별시 관악구 신림동 1694호,서울특별시 관악구 신림로29길 8 (신림동),151-761,신림현대종합상가,2015-03-03 11:53:12,I,2018-08-31 23:59:59,시장,193957.944323928,441437.774867372,대규모점포,,37.475102,126.932483
2162,대규모점포,08_25_01_P,3160000,2007316011707500019,1993-05-27,,1,영업/정상,1,정상영업,,,,,02-2619-8068,3085.0,152-080,서울특별시 구로구 고척동 269번지 1호,서울특별시 구로구 고척로40길 19 (고척동),,개봉프라자,2017-07-04 13:11:54,I,2018-08-31 23:59:59,시장,186769.616926353,444433.221606826,대규모점포,,37.502016,126.851164
2164,대규모점포,08_25_01_P,3640000,2009364010407500007,1993-05-12,,1,영업/정상,1,정상영업,,,,,042-633-5889,5352.0,300-190,대전광역시 동구 홍도동 12번지,대전광역시 동구 홍도로 11 (홍도동),,아리랑프라자,2013-02-20 09:17:53,I,2018-08-31 23:59:59,시장,238503.547815942,316361.20859374,대규모점포,,36.347304,127.429724
2169,대규모점포,08_25_01_P,3020000,2005302007407500001,1993-04-13,,1,영업/정상,1,정상영업,,,,,027037091,10634.18,,서울특별시 용산구 한강로2가 413호,서울특별시 용산구 청파로 113-12 (한강로2가),,전자타운,2025-08-12 13:17:30,U,2025-08-14 02:40:00,전문점,196775.639878418,447984.6345458,대규모점포,,37.534104,126.964308
2171,대규모점포,08_25_01_P,3930000,2000393000007500009,1993-04-03,,1,영업/정상,1,정상영업,,,,,031-484-6000,3382.93,425-020,경기도 안산시단원구 고잔동 541번지 1호,경기도 안산시 단원구 중앙대로 921 (고잔동),,동서코아,2018-04-05 10:58:20,I,2018-08-31 23:59:59,그 밖의 대규모점포,185656.844322398,423918.131295682,대규모점포,,37.317156,126.838979
2177,대규모점포,08_25_01_P,5670000,1993527002207500001,1993-02-08,,1,영업/정상,1,정상영업,,,,,055 2614439,0.0,,경상남도 창원시 사파동 93호,,,사파동성종합상가,2023-04-25 15:45:55,U,2023-04-27 02:40:00,그 밖의 대규모점포,355105.928564878,192476.072037181,대규모점포,,35.219567,128.704357
2179,대규모점포,08_25_01_P,3160000,2007316011707500016,1993-01-15,,1,영업/정상,1,정상영업,,,,,000226177914,1582.0,152-080,서울특별시 구로구 고척동 83번지 6호,서울특별시 구로구 중앙로3길 49 (고척동),,동국종합상가,2017-11-09 15:42:41,I,2018-08-31 23:59:59,그 밖의 대규모점포,187718.801171032,444056.996752313,대규모점포,,37.498639,126.861905
2180,대규모점포,08_25_01_P,4191000,1991419007907500001,1992-12-31,,1,영업/정상,1,정상영업,,,,,033-731-3491,2075.47,,강원특별자치도 원주시 태장동 1379-23호,강원특별자치도 원주시 북원상가길 13 (태장동),220-962,북원상가시장,2021-03-12 16:40:34,I,2023-06-13 00:00:00,시장,283930.336891135,431834.400099925,대규모점포,,37.384804,127.948482
2181,대규모점포,08_25_01_P,4840000,1992484001207500001,1992-12-30,,1,영업/정상,1,정상영업,,,,,0617901585,8377.02,545-876,전라남도 광양시 금호동 716번지,전라남도 광양시 폭포사랑길 99 (금호동),,백운쇼핑센터,2015-02-09 17:38:17,I,2018-08-31 23:59:59,쇼핑센터,266789.909341529,160414.248689205,대규모점포,,34.940355,127.731908
2183,대규모점포,08_25_01_P,3740000,1992374001107500002,1992-12-17,,1,영업/정상,1,정상영업,,,,,031-229-7756,28601.46,,경기도 수원시팔달구 인계동 1114번지 1   호,경기도 수원시 팔달구 인계로 154 (인계동),,뉴코아 동수원아울렛,2024-12-02 17:11:34,U,2024-12-04 02:40:00,쇼핑센터,202973.410322233,418262.114463247,대규모점포,,37.266301,127.034313
2184,대규모점포,08_25_01_P,5670000,1992527002207500004,1992-12-09,,1,영업/정상,1,정상영업,,,,,055 2828142,5720.0,642-804,경상남도 창원시 성산구 대방동 355번지,경상남도 창원시 성산구 대암로 80 (대방동),642-761,성원3차종합상가,2022-07-28 08:24:34,U,2022-07-30 02:40:00,그 밖의 대규모점포,355345.158946828,191953.984254067,대규모점포,,35.214826,128.706886
2186,대규모점포,08_25_01_P,4820000,2000482000007500013,1992-12-07,,1,영업/정상,1,정상영업,,,,,061 7205000,6700.0,,전라남도 순천시 조례동 766번지 시대아파트,"전라남도 순천시 비봉2길 22 (조례동, 시대아파트)",57929,뉴코아순천점,2019-08-26 19:33:43,U,2019-08-28 02:40:00,백화점,247410.736823692,163957.828214531,대규모점포,,34.973385,127.519989
2187,대규모점포,08_25_01_P,3120000,1992312010707500001,1992-11-19,,1,영업/정상,1,정상영업,,,,,02-3145-3154,35471.76,120-834,서울특별시 서대문구 창천동 30번지 33호,서울특별시 서대문구 신촌로 83 (창천동),,현대백화점 신촌점,2024-05-23 10:21:58,U,2024-05-25 02:40:00,백화점,194265.067639805,450433.691021245,대규모점포,,37.556157,126.935884
2188,대규모점포,08_25_01_P,3540000,1992354004707500002,1992-11-19,,1,영업/정상,1,정상영업,,,,,032 5261716,5133.0,,인천광역시 부평구 산곡동 142번지 3호,,,부평경남종합상가,2012-07-04 10:50:22,I,2018-08-31 23:59:59,그 밖의 대규모점포,174309.872152391,444589.076180356,대규모점포,,37.503157,126.71025
2190,대규모점포,08_25_01_P,3040000,2001304007307500013,1992-11-05,,1,영업/정상,1,정상영업,,,,,02-454-7529,1707.82,,서울특별시 광진구 구의동 611호,서울특별시 광진구 광나루로56길 34 (구의동),143-832,구의현대종합상가,2021-08-19 10:13:30,U,2021-08-21 02:40:00,그 밖의 대규모점포,208403.746065593,448490.239179557,대규모점포,,37.538627,127.095874
2192,대규모점포,08_25_01_P,3660000,1992366001507500029,1992-10-30,,1,영업/정상,1,정상영업,,,,,042 4801117,11821.0,302-712,대전광역시 서구 둔산3동 1809번지 세이브존,대전광역시 서구 둔산로 201 (둔산동),302-712,(주)세이브존아이앤씨대전점,2024-05-16 20:40:26,U,2024-05-18 02:40:00,복합쇼핑몰,235601.966296401,317086.727396939,대규모점포,,36.353954,127.397435
2193,대규모점포,08_25_01_P,3930000,1992393017607500001,1992-10-21,,1,영업/정상,1,정상영업,,,,,003104100033,10995.0,,경기도 안산시 단원구 선부동 1086번지 롯데마트,"경기도 안산시 단원구 달미로 64, 롯데마트 (선부동)",15235,한양프라자 안산점,2018-01-02 10:30:52,I,2018-08-31 23:59:59,그 밖의 대규모점포,183607.833754358,426385.004910461,대규모점포,,37.339349,126.815809
2198,대규모점포,08_25_01_P,3390000,2000339001507500009,1992-09-01,,1,영업/정상,1,정상영업,,,,,051-312-7960,326.5,,부산광역시 사상구 학장동 167번지 3호,부산광역시 사상구 학감대로49번길 56 (학장동),617-842,구덕대림상가,2011-11-14 15:32:17,I,2018-08-31 23:59:59,그 밖의 대규모점포,381506.552252139,183534.872535211,대규모점포,,35.134599,128.992209
2199,대규모점포,08_25_01_P,3200000,1992320008007500020,1992-08-26,,1,영업/정상,1,정상영업,,,,,02 8820924,4600.89,,서울특별시 관악구 봉천동 1000호,서울특별시 관악구 관악로40길 47 (봉천동),151-050,관악현대상가,2014-09-24 08:54:47,I,2018-08-31 23:59:59,그 밖의 대규모점포,196257.833652996,443341.379446435,대규모점포,,37.492266,126.958473
2200,대규모점포,08_25_01_P,3340000,2000334001707500011,1992-08-24,,1,영업/정상,1,정상영업,,,,,005102069865,0.0,,부산광역시 사하구 하단동 1176호,부산광역시 사하구 하신중앙로 265 (하단동),,가락타운상가시장,2013-12-11 11:23:21,I,2018-08-31 23:59:59,시장,378592.907593612,179817.73255814,대규모점포,,35.101635,128.959457
2203,대규모점포,08_25_01_P,3000000,2004300012907500001,1992-07-04,,1,영업/정상,1,정상영업,,,,,02  519 2800,6906.53,110-752,서울특별시 종로구 서린동 33번지 영풍빌딩,서울특별시 종로구 청계천로 41 (서린동),110-752,(주)영풍문고,2022-04-25 14:14:33,U,2022-04-27 02:40:00,전문점,198351.818737482,451921.60302604,대규모점포,,37.56958,126.982131
2204,대규모점포,08_25_01_P,3660000,1992366001507500020,1992-07-04,,1,영업/정상,1,정상영업,,,,,042 534 4225,7252.0,302-857,대전광역시 서구 탄방동 80번지 1호,대전광역시 서구 도산로403번길 21 (탄방동),302-857,둔산전자타운,2024-05-16 20:24:47,U,2024-05-18 02:40:00,그 밖의 대규모점포,235283.767089509,315550.420043226,대규모점포,,36.340121,127.39382
2207,대규모점포,08_25_01_P,3940000,2000394000007500005,1992-07-01,,1,영업/정상,1,정상영업,,,,,031 9154147,2634.86,411-848,경기도 고양시 일산서구 주엽동 73번지,경기도 고양시 일산서구 중앙로 1388 (주엽동),411-848,태영프라자,2017-04-06 14:45:18,I,2018-08-31 23:59:59,그 밖의 대규모점포,179238.725261115,462941.223697841,대규모점포,,37.66863,126.76547
