시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
안산시,준공,재건축,선부동3,경기도 안산시 단원구 선부동 1007,48063,1988~2004,152,1165,,1165,,,,1021,105,869,47,974,,587,387,,,47,,47,,146%,250%,148,54,조합,2008,,2006-09-15,,,2014-06-27,,2015-04-23,,,,,2018-05-04,2021-02-03,2021-02-17,2024-01-02,2024-06-12,,031-481-2398,
안산시,준공,재건축,원곡연립1단지,경기도 안산시 단원구 원곡동 829,76640,1981~1995,76,1126,,1126,,,,1714,1109,605,,1714,,1352,362,,,,,,,105%,230%,1126,1101,조합,2003,,2006-09-15,,,2016-09-27,,2017-05-01,2005-09-30,2006-03-08,,,2017-12-28,2020-03-18,2020-03-24,2023-02-28,2024-03-29,,031-481-2388,
안산시,준공,재건축,원곡연립2단지,경기도 안산시 단원구 원곡동 838,64810,1981~1995,61,1123,,1123,,,,1450,996,425,29,1421,,997,424,,,29,,29,,127%,250%,1123,1110,조합,2003,,2006-09-15,,,2018-03-13,,2015-09-24,2005-09-30,2006-03-08,,,2017-04-17,2018-11-01,2019-11-28,2021-07-23,2022-07-20,,031-481-2398,
안산시,준공,재건축,군자주공7단지,경기도 안산시 단원구 선부동 961,28781,1985,13,480,270,210,,,,719,477,242,,719,,424,295,,,,,,,77%,264%,480,472,조합,2003,2015,2006-09-15,,,2016-10-14,,2015-10-27,2004-05-13,2005-05-02,,,2016-10-13,2018-01-24,2018-03-29,2020-09-25,2021-03-31,,031-481-2398,
안산시,준공,재건축,군자주공6단지,경기도 안산시 단원구 선부동 953,93027,1984,36,1080,200,490,390,,,2017,1091,926,,2017,,318,1637,62,,,,,,76%,259%,1084,1077,조합,2003,2014,2006-09-15,,,2015-03-05,,2008-12-31,2004-05-18,2005-05-02,,,2016-05-17,2017-02-13,2017-02-23,2020-01-30,2020-05-20,,031-481-2398,
안산시,준공,재건축,초지연립1단지,경기도 안산시 단원구 초지동 590,68934,1983~1996,61,1026,54,761,211,,,1548,1031,517,,1548,,1132,416,,,,,,,117%,250%,1039,984,조합,2003,2016,2006-09-15,,,2014-05-23,,2014-07-08,2005-09-30,2006-03-08,,,2015-10-02,2016-10-14,2016-10-20,2019-06-20,2020-03-11,,031-481-2388,
안산시,준공,재건축,초지연립상단지,경기도 안산시 단원구 초지동 605,55879,1981~2002,54,832,,598,234,,,1238,838,400,,1238,,830,408,,,,,,,102%,250%,801,790,조합,2003,2016,2006-09-15,,,2016-04-07,,2014-07-15,2005-09-30,2006-03-08,,,2015-10-14,2016-10-18,2016-10-20,2019-06-20,2020-03-11,,031-481-2388,
안산시,준공,재건축,고잔연립1단지,경기도 안산시 단원구 고잔동 586,44269,1985~1988,50,723,33,582,108,,,1005,730,224,51,954,,557,397,,,51,,51,,105%,250%,739,707,조합,2010,2015,2010-08-02,,,2016-01-05,,2014-11-21,2010-11-19,2011-03-25,,,2015-06-23,2016-02-25,2016-02-26,2018-10-30,2019-05-01,,031-481-2388,
안산시,준공,재건축,중앙주공2단지,경기도 안산시 단원구 고잔동 538,56702,1984,22,450,,,450,,,990,450,540,,990,,,658,332,,,,,,63%,259%,457,457,조합,2003,2017,2006-09-15,,,2013-05-21,,2013-07-24,2004-04-29,2005-05-02,,,2014-09-24,2015-07-31,2015-08-04,2018-04-27,,,031-481-2398,
안산시,준공,재건축,동명아파트,경기도 안산시 단원구 선부동 1082,30380,1989,19,600,,600,,,,766,766,,,766,,382,384,,,,,,,125%,249%,829,829,조합,2000,2010,,,,,,2005-10-07,,2000-06-13,,,2008-02-04,2008-08-21,,2010-12-28,2011-03-21,,031-481-2388,
안산시,준공,재건축,군자주공4단지,경기도 안산시 단원구 초지동 604,34394,1982,19,766,,766,,,,695,567,128,,695,,98,502,95,,,,,,86%,245%,565,563,조합,2003,2014,2006-09-15,,,2012-07-23,,2009-02-25,2003-12-05,2004-09-10,,,2011-03-11,2013-01-15,2015-07-10,2015-07-10,2016-09-20,,031-481-2398,
안산시,청산,재건축,건건동1,경기도 안산시 건건동 606,15437,1943~2001,54,267,190,73,3,1,,390,248,142,,390,,335,55,,,,,,,125%,215%,249,243,조합,2003,2016,2006-09-15,,,2018-03-14,,2014-04-15,2004-02-13,,,,2016-12-26,2017-12-15,2017-12-20,2020-06-12,2021-02-24,,031-481-2388,
안산시,청산,재건축,원곡연립3단지,경기도 안산시 단원구 원곡동 848,57626,1980~1993,48,792,66,514,212,,,1244,773,471,,1244,,976,268,,,,,,,111%,250%,912,805,조합,2003,2016,2006-09-15,,,2016-03-16,,2014-07-07,2005-09-30,2006-03-08,,,2015-09-25,2016-09-22,2016-10-20,2019-06-20,2020-03-11,,031-481-2398,
안산시,청산,재건축,성포주공3단지,경기도 안산시 상록구 성포동 587,56229,1985,23,700,,700,,,,1129,709,420,,1129,,123,973,33,,,,,,81%,259%,710,693,조합,2003,2015,2006-09-15,,,2013-10-16,,2013-11-29,2004-05-06,2005-05-26,,,2015-03-31,2015-10-28,2015-10-29,2018-09-21,2020-03-25,,031-481-2388,
안산시,청산,재건축,중앙주공1단지,경기도 안산시 단원구 고잔동 532,50719,1983,25,500,,,500,,,1152,506,646,,1152,,545,573,34,,,,,,86%,267%,510,503,조합,2002,2017,2006-09-15,,,2014-12-24,,2013-09-16,,2003-12-17,,,2014-10-08,2015-11-27,2015-12-02,2018-11-14,2019-02-13,,031-481-2388,
안산시,청산,재건축,군자주공5단지,경기도 안산시 단원구 초지동 603-1,22924,1983,11,400,200,200,,,,469,394,75,,469,,62,403,4,,,,,,88%,240%,386,386,조합,2003,2015,2006-09-15,,,2011-08-22,,2011-08-23,2004-05-11,2005-05-02,,,2012-06-07,2015-10-28,2015-10-30,2018-05-30,2018-12-19,,031-481-2398,
안산시,청산,재건축,군자주공8단지,경기도 안산시 단원구 선부동 959,17856,1985,9,272,,272,,,,414,272,142,,414,,231,183,,,,,,,75%,255%,274,267,조합,2003,2015,2006-09-15,,,2013-10-25,,2014-07-29,2004-05-19,2005-05-02,,,2015-10-05,2016-06-20,2016-06-29,2018-10-28,2019-05-01,,031-481-2398,
안산시,예정구역,재건축,"군자주공11,12",경기도 안산시 단원구 선부동 1078,115364,1990~1991,35,2810,1820,990,,,,,,,,,,,,,,,,,,126%,,,,,,,2023-02-01,2026-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,우성,경기도 안산시 상록구 본오동 872-20,49265,1990,15,1080,,390,600,90,,,,,,,,,,,,,,,,191%,,,,,,,2023-02-01,2026-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양공작,경기도 안산시 단원구 선부동 1085,97743,1992,34,2040,180,600,966,128,166,,,,,,,,,,,,,,,187%,,,,,,,2023-02-01,2027-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,군자주공15,경기도 안산시 단원구 선부동 1080,56533,1992~1993,15,1210,250,960,,,,,,,,,,,,,,,,,,119%,,,,,,,2023-02-01,2028-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,"본오1,2차",경기도 안산시 상록구 사동 1505,40208,1992~1994,10,1585,500,1085,,,,,,,,,,,,,,,,,,230%,,,,,,,2023-02-01,2028-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,성포주공11,경기도 안산시 상록구 성포동 591,93108,1994~1995,33,1975,,1975,,,,,,,,,,,,,,,,,,150%,,,,,,,2023-02-01,2029-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,현대1차상록수,경기도 안산시 상록구 사동 1345-2,38105,1994,11,478,,30,240,126,82,,,,,,,,,,,,,,,149%,,,,,,,2023-02-01,2029-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,조합설립,재건축,고잔연립6,경기도 안산시 고잔동 612,26508,1990~1992,22,411,,227,184,,,,,,,,,,,,,,,,,139%,,422,345,조합,,,2013-04-25,2022-12-31,,,,2024-12-31,2019-12-13,2023-01-27,2025-08-19,,,,,,,,031-481-2398,
안산시,조합설립,재건축,고잔연립3,경기도 안산시 고잔동 665-1,47418,1989~1992,43,768,,653,115,,,,,,,,,,,,,,,,,124%,250%,771,699,조합,,,2013-04-25,2017-04-25,,,,,2017-05-10,2017-08-18,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,고잔연립2,경기도 안산시 고잔동 576,55807,1986~2004,45,898,288,513,49,,48,,,,,,,,,,,,,,,119%,240%,856,,조합,,,2013-04-25,,,,,,2015-03-06,2015-06-18,,,,,,,,,031-481-2398,
안산시,관리처분,재건축,주공5단지1,경기도 안산시 고잔동 675,35748,1986,16,570,204,366,,,,897,565,332,,897,,489,374,34,,,,,,80%,275%,562,562,조합,2013,,2013-04-25,2013-04-25,,,,2021-09-01,2013-11-18,2014-02-20,,,2025-02-19,,,,,,031-481-2388,
안산시,준공,재건축,산호연립,경기도 안산시 상록구 건건동 894-14,7215,1993,6,123,,123,,,,133,108,25,,133,,46,87,,,,,,,104%,230%,124,124,조합,2003,,2006-09-15,,,2019-08-27,,2020-05-27,2003-12-23,2006-11-23,,,2021-08-11,2022-11-11,,2024-11-08,2025-04-23,,031-481-2398,
안성시,예정구역,재건축,옥산주공 아파트,경기도 안성시 옥산동 10번지 일원,23601,1988,11,,,440,,,,,,,,,,,,,,,,,,96%,250%,417,,,,,,,,,,,2021-12-15,2023-06-19,,,,,,,,,031-678-3026,
안성시,예정구역,재건축,금산주공 아파트,경기도 안성시 금산동 100번지 일원,22764,1987,,,,,,,,,,,,,,,,,,,,,,83%,250%,381,,,,,,,,,,,2022-02-15,2023-06-09,,,,,,,,,031-678-3026,
안성시,예정구역,재건축,아양주공 1단지 아파트,경기도 안성시 아양동 300번지 일원,39793,1991,,,,,,,,,,,,,,,,,,,,,,110%,,,,,,,,,,,,,2023-08-03,,,,,,,,,,031-678-3026,
안양시,준공,재개발,덕현,경기도 안양시 동안구 호계1동 992,116663,1975~2007,354,2559,1280,718,447,89,25,2886,1332,1228,326,2560,31,1240,1199,90,,326,311,15,,100~200%,283%,1499,1226,조합,2010,2023,2006-08-07,,,2024-11-12,,2015-07-23,,,,,2017-02-27,2020-10-22,2022-12-29,2025-05-27,,,031-8045-5642,
안양시,준공,재개발,삼영아파트 주변,경기도 안양시 만안구 안양2동 34-1,25158,평균 1984,102,519,260,156,103,,,558,263,250,45,513,10,276,227,,,45,45,,,100~200%,248%,268,234,조합,2009,2022,2006-08-07,,,2017-08-18,,2016-12-07,,,,,2018-03-05,2019-10-08,2019-10-10,2022-07-05,2023-05-10,,031-8045-2374,
안양시,준공,재개발,예술공원입구 주변,경기도 안양시 만안구 안양2동 18-1,48205,평균 1986,175,405,203,122,80,,,1021,388,571,62,959,28,514,417,,,62,62,,,100~200%,251%,405,374,조합,2010,2022,2006-08-07,,,2016-03-28,,2015-05-27,,,,,2016-11-25,2019-11-27,2019-12-03,2022-08-30,2023-10-25,,031-8045-2366,
안양시,준공,재개발,구사거리,경기도 안양시 동안구 호계3동 661-1,41951,평균 1985,116,620,310,186,124,,,855,372,414,69,786,40,245,501,,,69,40,29,,100~200%,263%,585,353,조합,2009,2021,2006-08-07,,,2016-08-18,,2016-06-21,,,,,2017-03-30,2018-11-28,2018-12-03,2022-05-13,2022-07-27,,031-8045-5282,
안양시,준공,재개발,임곡3,경기도 안양시 동안구 비산1동 515-2,133420,1964~2006,427,2229,1115,635,446,24,9,2737,1336,1226,175,2562,169,1287,1004,102,,175,175,,,100~200%,248%,1463,1251,조합,2009,2023,2006-08-07,,,2020-06-30,,2015-09-22,,,,,2016-11-24,2018-12-17,2018-12-20,2023-09-05,2024-04-02,,031-8045-5282,
안양시,준공,재개발,소곡지구,경기도 안양시 만안구 안양6동 585-2,66682,1971~2004,215,1068,534,294,214,26,,1394,488,792,114,1280,32,602,607,39,,114,114,,,100~200%,240%,645,482,조합,2008,2021,2006-08-07,,,2021-04-21,,2010-12-06,,,,,2015-11-04,2018-05-29,2018-07-05,2021-10-07,2021-11-12,,031-8045-5642,
안양시,준공,재건축,진흥로얄아파트,경기도 안양시 동안구 비산2동 577-1,10431,1986,5,239,30,149,60,,,304,236,68,,304,,304,,,,,,,,150~199%,267%,239,236,코리아신탁,2015,2021,2010-05-27,2012-12-31,,2021-12-17,,2017-11-06,2012-06-22,2013-04-19,,,2018-07-13,2019-05-31,2019-06-25,2021-11-15,2023-10-12,,031-8045-2402,
안양시,준공,재건축,비산2동주민자치센터주변,경기도 안양시 만안구 비산2동 419-30,52223,1980/1983,242,864,,510,212,66,76,1199,535,664,,1199,,484,567,148,,,,,,100~200%,307%,811,536,조합,2008,2021,2006-08-07,,,2019-01-25,,2014-10-31,,2008-12-24,,,2017-03-13,2019-01-25,2019-02-19,2022-03-02,2022-07-05,,031-8045-2402,
안양시,준공,재개발,덕천,경기도 안양시 만안구 안양7동 148-1,257590,1975~2003,870,4910,2455,1470,922,63,,4250,3179,342,729,3521,,1308,1634,384,195,729,633,96,,100~200%,245%,3669,3179,LH,2006,2016,2006-08-07,,,2016-09-13,,2008-12-31,,,,,2011-11-25,2014-04-02,2015-09-21,2016-10-26,2017-07-31,,031-8045-5642,
안양시,준공,재건축,청원아파트주변,경기도 안양시 만안구 안양2동 80-4,17749,1978,45,247,,141,104,2,,419,209,189,21,398,,240,156,2,,21,,21,,103%,296%,247,209,조합,2007,2019,2006-08-07,,,2020-09-17,,2009-03-31,,1997-11-30,,,2015-06-09,2016-08-26,2016-08-30,2019-01-25,2020-12-02,,031-8045-2402,
안양시,준공,재건축,호계주공아파트주변,경기도 안양시 동안구 호계1동 977,53382,1984,32,900,260,640,,,,1174,797,341,36,1138,,417,688,33,,36,,36,,92%,274%,900,789,조합,2009,2019,2006-08-07,,,2019-05-22,,2014-11-07,2008-04-25,2008-11-17,,,2015-10-26,2016-07-08,2016-07-13,2019-03-28,2019-09-10,,031-8045-5065,
안양시,준공,재건축,주공아파트주변(단독주택),경기도 안양시 동안구 호계1동 981,11094,1984,48,48,,5,8,11,24,200,58,142,,200,,116,84,,,,,,,100~200%,265%,51,42,조합,2011,2018,2006-08-07,,,2018-09-10,,2014-01-28,2008-04-25,2008-11-17,,,2014-10-23,2015-11-06,2015-11-19,2018-03-30,2018-09-14,,031-8045-5065,
안양시,준공,재건축,석수한신아파트주변지구,경기도 안양시 만안구 석수동 417-3,47177,1984,55,577,,210,325,42,,742,491,185,66,676,,193,135,348,,66,,66,,86%,228%,577,526,조합,2006,2010,2006-08-07,,,2010-09-28,,2007-04-10,2003-05-20,2003-06-26,,,2007-12-31,2008-08-13,2010-05-13,2010-09-29,2011-07-22,,031-8045-5065,
안양시,준공,재건축,백조아파트지구,경기도 안양시 만안구 석수동 374-5,28130,1980,21,472,,236,236,,,542,466,19,57,485,,129,356,,,57,,57,,98%,229%,479,469,조합,2005,2009,,,,2009-01-15,,2005-10-27,,2002-02-27,,,2006-08-23,2007-04-18,2009-02-25,2009-06-29,2009-09-29,,031-8045-2402,
안양시,준공,재건축,석수주공2단지지구,경기도 안양시 만안구 석수3동 788,58936,1985,31,848,,424,424,,,1134,841,204,89,1045,,219,621,205,,89,,89,,81%,285%,863,757,조합,2005,2009,,,,2009-09-09,,2005-12-13,2001-09-27,2001-12-19,,,2006-09-04,2007-02-08,2009-11-05,2009-09-30,2010-02-23,,031-8045-2402,
안양시,준공,재건축,석수주공3단지지구,경기도 안양시 만안구 석수3동 787,28372,1985,11,425,,265,125,35,,553,440,67,46,507,,56,107,344,,46,,46,,88%,249%,446,446,조합,2005,2010,,,,2010-02-04,,2005-12-22,2001-11-29,2002-01-26,,,2006-10-27,2007-07-26,2010-02-25,2010-02-12,2010-04-30,,031-8045-2402,
안양시,준공,재건축,동삼아파트지구,경기도 안양시 만안구 석수2동 485-8,11850,1984,9,224,,,224,,,281,144,127,10,271,,30,241,,,10,,10,,133%,253%,230,144,조합,2005,2011,,,,2011-10-24,,2005-10-25,2003-06-26,2003-10-02,,,2007-11-12,2009-03-24,2011-08-22,2011-10-27,2012-01-03,,031-8045-2402,
안양시,준공,재개발,삼영아파트 주변,경기도 안양시 만안구 안양2동 34-1,25158,평균 1984,102,519,260,156,103,,,558,263,250,45,513,10,276,227,,,45,45,,,100~200%,248%,268,234,조합,2009,2022,2006-08-07,,,2017-08-18,,2016-12-07,,,,,2018-03-05,2019-10-08,2019-10-10,2022-07-05,2023-05-10,,031-8045-2374,
안양시,준공,재개발,예술공원입구 주변,경기도 안양시 만안구 안양2동 18-1,48205,평균 1986,175,405,203,122,80,,,1021,388,571,62,959,28,514,417,,,62,62,,,100~200%,251%,405,374,조합,2010,2022,2006-08-07,,,2016-03-28,,2015-05-27,,,,,2016-11-25,2019-11-27,2019-12-03,2022-08-30,2023-10-25,,031-8045-2366,
안양시,준공,재개발,구사거리,경기도 안양시 동안구 호계3동 661-1,41951,평균 1985,116,620,310,186,124,,,855,372,414,69,786,40,245,501,,,69,40,29,,100~200%,263%,585,353,조합,2009,2021,2006-08-07,,,2016-08-18,,2016-06-21,,,,,2017-03-30,2018-11-28,2018-12-03,2022-05-13,2022-07-27,,031-8045-5282,
안양시,준공,재개발,임곡3,경기도 안양시 동안구 비산1동 515-2,133420,1964~2006,427,2229,1115,635,446,24,9,2737,1336,1226,175,2562,169,1287,1004,102,,175,175,,,100~200%,248%,1463,1251,조합,2009,2023,2006-08-07,,,2020-06-30,,2015-09-22,,,,,2016-11-24,2018-12-17,2018-12-20,2023-09-05,2024-04-02,,031-8045-5282,
안양시,준공,재개발,호원초등학교 주변,경기도 안양시 동안구 호계1동 956,184607,평균 1985,721,2585,1236,721,507,101,20,3850,1694,1963,193,3657,463,2026,1168,,,193,193,,,100~200%,265%,1838,1500,조합,2010,2021,2006-08-07,,,2015-11-16,,2021-04-20,,,,,2016-04-22,2021-12-15,2018-05-24,2024-09-24,2024-12-05,,031-8045-2366,
안양시,준공,재건축,진흥로얄아파트,경기도 안양시 동안구 비산2동 577-1,10431,1986,5,239,30,149,60,,,304,236,68,,304,,304,,,,,,,,150~199%,267%,239,236,코리아신탁,2015,2021,2010-05-27,2012-12-31,,2021-12-17,,2017-11-06,2012-06-22,2013-04-19,,,2018-07-13,2019-05-31,2019-06-25,2021-11-15,2023-10-12,,031-8045-2402,
안양시,준공,재건축,비산2동주민자치센터주변,경기도 안양시 만안구 비산2동 419-30,52223,1980/1983,242,864,,510,212,66,76,1199,535,664,,1199,,484,567,148,,,,,,100~200%,307%,811,536,조합,2008,2021,2006-08-07,,,2019-01-25,,2014-10-31,,2008-12-24,,,2017-03-13,2019-01-25,2019-02-19,2022-03-02,2022-07-05,,031-8045-2402,
안양시,준공,재개발,덕천,경기도 안양시 만안구 안양7동 148-1,257590,1975~2003,870,4910,2455,1470,922,63,,4250,3179,342,729,3521,,1308,1634,384,195,729,633,96,,100~200%,245%,3669,3179,LH,2006,2016,2006-08-07,,,2016-09-13,,2008-12-31,,,,,2011-11-25,2014-04-02,2015-09-21,2016-10-26,2017-07-31,,031-8045-5642,
안양시,준공,재건축,청원아파트주변,경기도 안양시 만안구 안양2동 80-4,17749,1978,45,247,,141,104,2,,419,209,189,21,398,,240,156,2,,21,,21,,103%,296%,247,209,조합,2007,2019,2006-08-07,,,2020-09-17,,2009-03-31,,1997-11-30,,,2015-06-09,2016-08-26,2016-08-30,2019-01-25,2020-12-02,,031-8045-2402,
안양시,준공,재건축,호계주공아파트주변,경기도 안양시 동안구 호계1동 977,53382,1984,32,900,260,640,,,,1174,797,341,36,1138,,417,688,33,,36,,36,,92%,274%,900,789,조합,2009,2019,2006-08-07,,,2019-05-22,,2014-11-07,2008-04-25,2008-11-17,,,2015-10-26,2016-07-08,2016-07-13,2019-03-28,2019-09-10,,031-8045-5065,
안양시,준공,재건축,주공아파트주변(단독주택),경기도 안양시 동안구 호계1동 981,11094,1984,48,48,,5,8,11,24,200,58,142,,200,,116,84,,,,,,,100~200%,265%,51,42,조합,2011,2018,2006-08-07,,,2018-09-10,,2014-01-28,2008-04-25,2008-11-17,,,2014-10-23,2015-11-06,2015-11-19,2018-03-30,2018-09-14,,031-8045-5065,
안양시,준공,재건축,석수한신아파트주변지구,경기도 안양시 만안구 석수동 417-3,47177,1984,55,577,,210,325,42,,742,491,185,66,676,,193,135,348,,66,,66,,86%,228%,577,526,조합,2006,2010,2006-08-07,,,2010-09-28,,2007-04-10,2003-05-20,2003-06-26,,,2007-12-31,2008-08-13,2010-05-13,2010-09-29,2011-07-22,,031-8045-5065,
안양시,준공,재건축,백조아파트지구,경기도 안양시 만안구 석수동 374-5,28130,1980,21,472,,236,236,,,542,466,19,57,485,,129,356,,,57,,57,,98%,229%,479,469,조합,2005,2009,,,,2009-01-15,,2005-10-27,,2002-02-27,,,2006-08-23,2007-04-18,2009-02-25,2009-06-29,2009-09-29,,031-8045-2402,
안양시,준공,재건축,석수주공2단지지구,경기도 안양시 만안구 석수3동 788,58936,1985,31,848,,424,424,,,1134,841,204,89,1045,,219,621,205,,89,,89,,81%,285%,863,757,조합,2005,2009,,,,2009-09-09,,2005-12-13,2001-09-27,2001-12-19,,,2006-09-04,2007-02-08,2009-11-05,2009-09-30,2010-02-23,,031-8045-2402,
안양시,준공,재건축,석수주공3단지지구,경기도 안양시 만안구 석수3동 787,28372,1985,11,425,,265,125,35,,553,440,67,46,507,,56,107,344,,46,,46,,88%,249%,446,446,조합,2005,2010,,,,2010-02-04,,2005-12-22,2001-11-29,2002-01-26,,,2006-10-27,2007-07-26,2010-02-25,2010-02-12,2010-04-30,,031-8045-2402,
안양시,준공,재건축,동삼아파트지구,경기도 안양시 만안구 석수2동 485-8,11850,1984,9,224,,,224,,,281,144,127,10,271,,30,241,,,10,,10,,133%,253%,230,144,조합,2005,2011,,,,2011-10-24,,2005-10-25,2003-06-26,2003-10-02,,,2007-11-12,2009-03-24,2011-08-22,2011-10-27,2012-01-03,,031-8045-2402,
안양시,추진위원회,재개발,만안도서관 주변,경기도 안양시 안양6동 540-16,32839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,2025-08-07,,,,,,,,,,,031-8045-2407,
안양시,예정구역,재개발,우주타운 주변,경기도 안양시 석수2동 323-7,36913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,,,,,,,,,,,,,
안양시,예정구역,재건축,호계럭키아파트,경기도 안양시 동안구 호계동 570,41517,1992,13,794,,,554,240,,,,,,,,,,,,,,,,210.90%,250%,,,,,,2020-03-09,,,,,,2023-04-12,2024-03-22,,,,,,,,,031-8045-2399,
안양시,추진위원회,재개발,대흥아파트 주변,경기도 안양시 박달1동 9-27,23413,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2366,
안양시,추진위원회,재개발,수촌마을(B블럭),경기도 안양시 관양동 1388-20,59564,,,,,,,,,,,,,,,,,,,,,,,,,968,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-5282,
안양시,추진위원회,재개발,부림마을,경기도 안양시 관양동 1471,75462,,,1275,,,,,,,,,,,,,,,,,,,,,,1160,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2374,
안양시,추진위원회,재건축,무림아파트,경기도 안양시 석수동 275-2,9039,1983,8,202,,,,,,,,,,,,,,,,,,,,152%,,202,,,,,,,,,,2025-09-10,,,,,,,,,,,031-8045-2402,
안양시,정비구역,재건축,진흥5차아파트,경기도 안양시 만안구 안양동 908-4,18384,1987,7,432,,,,,,,,,,462,,,,,,,,,,183.50%,250%,437,,,,,2020-03-09,,2025-01-24,2025-01-24,,2025-08-18,2020-07-08,2021-08-30,,,,,,,,,031-8045-5065,
안양시,정비구역,재개발,충훈부 일원,경기도 안양시 만안구 석수동 768-6,157216,,452,2473,,,,,,2567,2155,206,206,2361,46,1489,826,,,206,,,,160.40%,260%,2474,,LH,2022,2030,2020-03-09,,,,,,,,,,,,,,,,031-8045-2561,
안양시,조합설립,재건축,현대아파트,경기도 안양시 동안구 관양1동 1396,62557,1985,12,904,,,456,280,168,1305,1305,,,1305,,,,,,,,,,186%,300%,976,956,조합,2020,,2017-12-07,2020-09-22,,2025-04-04,,,2017-04-04,2018-08-20,,,,,,,,,031-8045-2374,
안양시,준공,재건축,삼신6차아파트,경기도 안양시 동안구 호계3동 651-1,14831,1984,18,332,72,248,12,,,456,246,191,19,437,,375,62,,,19,,19,,132%,300%,346,246,조합,2008,2024,2006-08-07,,,2018-11-29,,2009-04-27,2003-04-11,2003-05-30,,,2010-11-29,2022-08-05,2022-08-29,2025-06-27,,,031-8045-5065,
안양시,준공,재개발,비산1동주민센터 주변,경기도 안양시 동안구 비산1동 554,5135,1983/1989,19,137,,136,,,1,230,119,111,,230,,92,138,,,,,,,100~200%,450%,139,133,조합,2015,2023,2014-10-21,,,,,2019-01-31,,,,,2020-05-23,2020-08-25,2020-09-11,2023-08-16,2025-05-30,,031-8045-2366,
안양시,준공,재개발,호원초등학교 주변,경기도 안양시 동안구 호계1동 956,184607,평균 1985,721,2585,1236,721,507,101,20,3850,1694,1963,193,3657,463,2026,1168,,,193,193,,,100~200%,265%,1838,1500,조합,2010,2021,2006-08-07,,,2015-11-16,,2021-04-20,,,,,2016-04-22,2021-12-15,2018-05-24,2024-09-24,,,031-8045-2366,
안양시,준공,재건축,박달1동 연합지구,경기도 안양시 만안구 박달1동 37,18784,1984,63,313,,125,125,63,,392,230,130,32,360,,48,236,76,,32,,32,,128%,262%,271,230,조합,2005,2009,,,,,,2006-04-24,1999-10-01,1999-11-01,,,2006-10-27,2007-09-21,2009-11-12,2009-12-02,2010-05-19,,031-8045-2402,
안양시,준공,재개발,소곡지구,경기도 안양시 만안구 안양6동 585-2,66682,1971~2004,215,1068,534,294,214,26,,1394,488,792,114,1280,32,602,607,39,,114,114,,,100~200%,240%,645,482,조합,2008,2021,2006-08-07,,,2021-04-21,,2010-12-06,,,,,2015-11-04,2018-05-29,2018-07-05,2021-10-07,2021-11-12,,031-8045-5642,
안양시,준공,재건축,박달1동 연합지구,경기도 안양시 만안구 박달1동 37,18784,1984,63,313,,125,125,63,,392,230,130,32,360,,48,236,76,,32,,32,,128%,262%,271,230,조합,2005,2009,,,,,,2006-04-24,1999-10-01,1999-11-01,,,2006-10-27,2007-09-21,2009-11-12,2009-12-02,2010-05-19,,031-8045-2402,
안양시,추진위원회,재개발,만안초등학교 주변,경기도 안양시 안양2동 857-17,45993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,2025-08-29,,,,,,,,,,,031-8045-2407,
